tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER @USER Another sheep led to the slaughter the left are eating there own!,1,0,-1,"['another', 'sheep', 'led', 'slaughter', 'left', 'eating']","['anoth', 'sheep', 'led', 'slaughter', 'left', 'eat']",another sheep led slaughter left eating
@USER I think we should be going after Sen Feinstein if she really cared she would not have sat on this issue and made it political.  She is using you like all democratic power seekers be careful who you sell your soul too,1,1,0,"['think', 'going', 'sen', 'feinstein', 'really', 'cared', 'would', 'sat', 'issue', 'made', 'political', 'using', 'like', 'democratic', 'power', 'seekers', 'careful', 'sell', 'soul']","['think', 'go', 'sen', 'feinstein', 'realli', 'care', 'would', 'sat', 'issu', 'made', 'polit', 'use', 'like', 'democrat', 'power', 'seeker', 'care', 'sell', 'soul']",think going sen feinstein really cared would sat issue made political using like democratic power seekers careful sell soul
@USER You are the worst,1,1,0,['worst'],['worst'],worst
@USER @USER @USER  This is because Japan have a PM with COMMON SENSE &amp; FORESIGHT. They do not pander to Muslims like MAY does. TORY POLITICAL SUICIDE - G.E. 2020 😄 URL @USER ex TORY,1,1,1,"['japan', 'pm', 'common', 'sense', 'amp', 'foresight', 'pander', 'muslims', 'like', 'may', 'tory', 'political', 'suicide', 'ge', 'ex', 'tory']","['japan', 'pm', 'common', 'sens', 'amp', 'foresight', 'pander', 'muslim', 'like', 'may', 'tori', 'polit', 'suicid', 'ge', 'ex', 'tori']",japan pm common sense amp foresight pander muslims like may tory political suicide ge ex tory
No. I respect him for sticking up for his wife but let's not forget that he's running around screaming MAGA &amp; said slavery sounds like an option to him. URL,1,1,2,"['respect', 'sticking', 'wife', 'let', 'us', 'forget', 'running', 'around', 'screaming', 'maga', 'amp', 'said', 'slavery', 'sounds', 'like', 'option']","['respect', 'stick', 'wife', 'let', 'us', 'forget', 'run', 'around', 'scream', 'maga', 'amp', 'said', 'slaveri', 'sound', 'like', 'option']",respect sticking wife let us forget running around screaming maga amp said slavery sounds like option
@USER Patrick ass??,1,1,0,"['patrick', 'ass']","['patrick', 'ass']",patrick ass
@USER IK never did. He is liar.,1,1,0,"['ik', 'never', 'liar']","['ik', 'never', 'liar']",ik never liar
@USER @USER @USER Hi would  you come to ENGLAND and have time of your life you want be disappointed I will give you a orgasim like nothing you have gotten probably in your past life I will make you piss yourself many times as you like so if you are interested call or inbox me 07405077156 WhatsApp,1,0,-1,"['hi', 'would', 'come', 'england', 'time', 'life', 'want', 'disappointed', 'give', 'orgasim', 'like', 'nothing', 'gotten', 'probably', 'past', 'life', 'make', 'piss', 'many', 'times', 'like', 'interested', 'call', 'inbox', 'whatsapp']","['hi', 'would', 'come', 'england', 'time', 'life', 'want', 'disappoint', 'give', 'orgasim', 'like', 'noth', 'gotten', 'probabl', 'past', 'life', 'make', 'piss', 'mani', 'time', 'like', 'interest', 'call', 'inbox', 'whatsapp']",hi would come england time life want disappointed give orgasim like nothing gotten probably past life make piss many times like interested call inbox whatsapp
@USER @USER @USER @USER @USER CANNOT CONTAIN HIMSELF That is why HE IS UNWELCOME AT A SCHOOL without an escort (and a hall pass).  He is WELL BEHIND HIS OPPONENT in his re-election campaign. @USER can't work well or play well with others.  IT'S TIME FOR A CHANGE!  @USER  DISTRICT D,1,1,2,"['contain', 'unwelcome', 'school', 'without', 'escort', 'hall', 'pass', 'well', 'behind', 'opponent', 'reelection', 'campaign', 'work', 'well', 'play', 'well', 'others', 'time', 'change', 'district']","['contain', 'unwelcom', 'school', 'without', 'escort', 'hall', 'pass', 'well', 'behind', 'oppon', 'reelect', 'campaign', 'work', 'well', 'play', 'well', 'other', 'time', 'chang', 'district']",contain unwelcome school without escort hall pass well behind opponent reelection campaign work well play well others time change district
@USER @USER 'Unintentionally' u fukin pedo.,1,0,-1,"['unintentionally', 'u', 'fukin', 'pedo']","['unintent', 'u', 'fukin', 'pedo']",unintentionally u fukin pedo
@USER @USER It's clear that Trump is President and hillary still can't accept that. Too bad 'ause he's there for 6 more years. #MAGA,1,0,-1,"['clear', 'trump', 'president', 'hillary', 'still', 'accept', 'bad', 'ause', 'years', 'maga']","['clear', 'trump', 'presid', 'hillari', 'still', 'accept', 'bad', 'aus', 'year', 'maga']",clear trump president hillary still accept bad ause years maga
@USER Doing soooo much better than the big Zero and his losers,1,1,1,"['soooo', 'much', 'better', 'big', 'zero', 'losers']","['soooo', 'much', 'better', 'big', 'zero', 'loser']",soooo much better big zero losers
@USER @USER In the criminal world of the democrats &amp; liberals this is exactly how it works!!,1,1,0,"['criminal', 'world', 'democrats', 'amp', 'liberals', 'exactly', 'works']","['crimin', 'world', 'democrat', 'amp', 'liber', 'exactli', 'work']",criminal world democrats amp liberals exactly works
@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress? Don't open your mouth it's extremely stink.,1,1,0,"['hey', 'sickholder', 'dirty', 'filthy', 'greasy', 'cheesy', 'negarrrr', 'contempt', 'congress', 'open', 'mouth', 'extremely', 'stink']","['hey', 'sickhold', 'dirti', 'filthi', 'greasi', 'cheesi', 'negarrrr', 'contempt', 'congress', 'open', 'mouth', 'extrem', 'stink']",hey sickholder dirty filthy greasy cheesy negarrrr contempt congress open mouth extremely stink
@USER @USER @USER reckon he is upset about Wacky Wednesdays because the boys told him it was absolutely going to be a Mad Monday this time?,1,1,0,"['reckon', 'upset', 'wacky', 'wednesdays', 'boys', 'told', 'absolutely', 'going', 'mad', 'monday', 'time']","['reckon', 'upset', 'wacki', 'wednesday', 'boy', 'told', 'absolut', 'go', 'mad', 'monday', 'time']",reckon upset wacky wednesdays boys told absolutely going mad monday time
@USER @USER Omg no. You have no idea wtf you are saying. It’s like a pink sheet stock that keeps reverse splitting. Will eventually be worthless to everyone. But hey may keep dreaming. We all need dreams.,1,1,0,"['omg', 'idea', 'wtf', 'saying', 'like', 'pink', 'sheet', 'stock', 'keeps', 'reverse', 'splitting', 'eventually', 'worthless', 'everyone', 'hey', 'may', 'keep', 'dreaming', 'need', 'dreams']","['omg', 'idea', 'wtf', 'say', 'like', 'pink', 'sheet', 'stock', 'keep', 'revers', 'split', 'eventu', 'worthless', 'everyon', 'hey', 'may', 'keep', 'dream', 'need', 'dream']",omg idea wtf saying like pink sheet stock keeps reverse splitting eventually worthless everyone hey may keep dreaming need dreams
@USER Please tell me this will be streamed somehow. You are going to absolutely wipe the floor with Totally An Actual Human Ted Cruz.,1,1,0,"['please', 'tell', 'streamed', 'somehow', 'going', 'absolutely', 'wipe', 'floor', 'totally', 'actual', 'human', 'ted', 'cruz']","['pleas', 'tell', 'stream', 'somehow', 'go', 'absolut', 'wipe', 'floor', 'total', 'actual', 'human', 'ted', 'cruz']",please tell streamed somehow going absolutely wipe floor totally actual human ted cruz
@USER Get away from these lying toxic people!,1,1,1,"['get', 'away', 'lying', 'toxic', 'people']","['get', 'away', 'lie', 'toxic', 'peopl']",get away lying toxic people
@USER @USER True but the constant talk from the left about common sense gun control every time and yet not one valid proposal,1,0,-1,"['true', 'constant', 'talk', 'left', 'common', 'sense', 'gun', 'control', 'every', 'time', 'yet', 'one', 'valid', 'proposal']","['true', 'constant', 'talk', 'left', 'common', 'sens', 'gun', 'control', 'everi', 'time', 'yet', 'one', 'valid', 'propos']",true constant talk left common sense gun control every time yet one valid proposal
@USER Biggest corrupt lying piece of  s***💩 there ever was!,1,1,0,"['biggest', 'corrupt', 'lying', 'piece', 'ever']","['biggest', 'corrupt', 'lie', 'piec', 'ever']",biggest corrupt lying piece ever
@USER What the fuck is wrong with you?,1,1,0,"['fuck', 'wrong']","['fuck', 'wrong']",fuck wrong
@USER HEY BEE ITCH YOU WILL BE INDICTED AND WILL GO TO GITMO,1,1,0,"['hey', 'bee', 'itch', 'indicted', 'go', 'gitmo']","['hey', 'bee', 'itch', 'indict', 'go', 'gitmo']",hey bee itch indicted go gitmo
@USER @USER @USER She is a terrible person.,1,1,0,"['terrible', 'person']","['terribl', 'person']",terrible person
@USER Because Gutierrez is corrupt and so are the unions there.,1,1,0,"['gutierrez', 'corrupt', 'unions']","['gutierrez', 'corrupt', 'union']",gutierrez corrupt unions
"@USER @USER #MAGA ... oh ... And FvKK YOU!  Judge Kavanaugh's no more ambitious"" than some old MuttaFuttah like you who's been in GD Senate for the past millenium.""",1,1,0,"['maga', 'oh', 'fvkk', 'judge', 'kavanaughs', 'ambitious', 'old', 'muttafuttah', 'like', 'gd', 'senate', 'past', 'millenium']","['maga', 'oh', 'fvkk', 'judg', 'kavanaugh', 'ambiti', 'old', 'muttafuttah', 'like', 'gd', 'senat', 'past', 'millenium']",maga oh fvkk judge kavanaughs ambitious old muttafuttah like gd senate past millenium
@USER @USER Yep. They had to produce this article to shut up the liberals.,1,1,1,"['yep', 'produce', 'article', 'shut', 'liberals']","['yep', 'produc', 'articl', 'shut', 'liber']",yep produce article shut liberals
"@USER Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible.""",1,1,1,"['forget', 'deletion', 'social', 'media', 'doubt', 'antitrump', 'pro', 'antifa', 'noone', 'asking', 'fix', 'year', 'day', 'genuinely', 'gullible', 'one', 'beer', 'somehow', 'ended', 'bedroom', 'implausible']","['forget', 'delet', 'social', 'media', 'doubt', 'antitrump', 'pro', 'antifa', 'noon', 'ask', 'fix', 'year', 'day', 'genuin', 'gullibl', 'one', 'beer', 'somehow', 'end', 'bedroom', 'implaus']",forget deletion social media doubt antitrump pro antifa noone asking fix year day genuinely gullible one beer somehow ended bedroom implausible
@USER @USER Everything is a crisis for these conservatives. The only real crisis I’ve noticed is the complete destruction of the Conservative Party.,1,1,1,"['everything', 'crisis', 'conservatives', 'real', 'crisis', 'ive', 'noticed', 'complete', 'destruction', 'conservative', 'party']","['everyth', 'crisi', 'conserv', 'real', 'crisi', 'ive', 'notic', 'complet', 'destruct', 'conserv', 'parti']",everything crisis conservatives real crisis ive noticed complete destruction conservative party
@USER @USER No they aren’t! They have all said she could speak in or out of the public &amp; she should be heard! Stop spreading lies! Of course u liberals think u should just ruin his life with no evidence,1,1,1,"['arent', 'said', 'could', 'speak', 'public', 'amp', 'heard', 'stop', 'spreading', 'lies', 'course', 'u', 'liberals', 'think', 'u', 'ruin', 'life', 'evidence']","['arent', 'said', 'could', 'speak', 'public', 'amp', 'heard', 'stop', 'spread', 'lie', 'cours', 'u', 'liber', 'think', 'u', 'ruin', 'life', 'evid']",arent said could speak public amp heard stop spreading lies course u liberals think u ruin life evidence
"@USER @USER @USER @USER @USER @USER @USER This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.""",1,1,1,"['women', 'vile', 'example', 'far', 'left', 'lunacy', 'using', 'alinsky', 'rules', 'radicals', 'handbook', 'matter', 'u', 'liestealuse', 'violence', 'etc', 'u', 'must', 'destroy', 'conservatives', 'lack', 'character', 'amp', 'moral', 'code']","['women', 'vile', 'exampl', 'far', 'left', 'lunaci', 'use', 'alinski', 'rule', 'radic', 'handbook', 'matter', 'u', 'liestealus', 'violenc', 'etc', 'u', 'must', 'destroy', 'conserv', 'lack', 'charact', 'amp', 'moral', 'code']",women vile example far left lunacy using alinsky rules radicals handbook matter u liestealuse violence etc u must destroy conservatives lack character amp moral code
@USER @USER @USER @USER You are two nutcases. Obviously. URL,1,1,1,"['two', 'nutcases', 'obviously']","['two', 'nutcas', 'obvious']",two nutcases obviously
@USER //xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!,1,1,1,"['xd', 'well', 'suffering', 'goes', 'terrible', 'shit', 'sees', 'ends', 'making', 'pretty', 'insane', 'think', 'already', 'seen', 'certain', 'things', 'posted', 'xd', 'hey', 'least', 'insane', 'bad', 'guys']","['xd', 'well', 'suffer', 'goe', 'terribl', 'shit', 'see', 'end', 'make', 'pretti', 'insan', 'think', 'alreadi', 'seen', 'certain', 'thing', 'post', 'xd', 'hey', 'least', 'insan', 'bad', 'guy']",xd well suffering goes terrible shit sees ends making pretty insane think already seen certain things posted xd hey least insane bad guys
@USER @USER @USER They should consider gang squad units. They should consider controlling the dope epidemic. They should consider a lot of things. But the loosing left would disagree and just scream gun control,1,1,2,"['consider', 'gang', 'squad', 'units', 'consider', 'controlling', 'dope', 'epidemic', 'consider', 'lot', 'things', 'loosing', 'left', 'would', 'disagree', 'scream', 'gun', 'control']","['consid', 'gang', 'squad', 'unit', 'consid', 'control', 'dope', 'epidem', 'consid', 'lot', 'thing', 'loos', 'left', 'would', 'disagre', 'scream', 'gun', 'control']",consider gang squad units consider controlling dope epidemic consider lot things loosing left would disagree scream gun control
@USER @USER @USER That does not change the fact that Muslim Linda Sarsour deliberately sows hate and division. She is a fraud who pretends to support women's rights. Does she protest Islam's discrimination of women. NO.,1,1,1,"['change', 'fact', 'muslim', 'linda', 'sarsour', 'deliberately', 'sows', 'hate', 'division', 'fraud', 'pretends', 'support', 'womens', 'rights', 'protest', 'islams', 'discrimination', 'women']","['chang', 'fact', 'muslim', 'linda', 'sarsour', 'deliber', 'sow', 'hate', 'divis', 'fraud', 'pretend', 'support', 'women', 'right', 'protest', 'islam', 'discrimin', 'women']",change fact muslim linda sarsour deliberately sows hate division fraud pretends support womens rights protest islams discrimination women
